framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
2,-1,16,16,  88,  72,  88,  72,0x0
2,-1,16,16, 182,  71, 184,  72,0x0
2,-1,16,16,   8,  88,   8,  88,0x0
2,-1,16,16,  72,  88,  72,  88,0x0
2,-1,16,16, 120,  92, 120,  88,0x0
2,-1,16,16, 151,  88, 152,  88,0x0
2,-1,16,16, 186,  89, 184,  88,0x0
2,-1,16,16,  21, 104,  24, 104,0x0
2,-1,16,16,  56, 104,  56, 104,0x0
2,-1,16,16,  72, 104,  72, 104,0x0
2,-1,16,16, 152, 106, 152, 104,0x0
2,-1,16,16, 169, 104, 168, 104,0x0
2,-1,16,16, 191, 101, 184, 104,0x0
2,-1,16,16,  40, 120,  40, 120,0x0
2,-1,16,16,  56, 120,  56, 120,0x0
2,-1,16,16,  72, 122,  72, 120,0x0
2,-1,16,16,  83, 129,  88, 120,0x0
2,-1,16,16,  91, 124, 104, 120,0x0
2,-1,16,16, 124, 122, 120, 120,0x0
2,-1,16,16,   8, 139,   8, 136,0x0
2,-1,16,16,  24, 136,  24, 136,0x0
2,-1,16,16,  40, 136,  40, 136,0x0
2,-1,16,16,  56, 135,  56, 136,0x0
2,-1,16,16, 103, 136, 104, 136,0x0
2,-1,16,16, 136, 126, 136, 136,0x0
2,-1,16,16, 146, 128, 152, 136,0x0
2,-1,16,16, 164, 126, 168, 136,0x0
2,-1,16,16, 180, 127, 184, 136,0x0
3,-1,16,16,   8,   8,   8,   8,0x0
3,-1,16,16,  24,   8,  24,   8,0x0
3,-1,16,16,  40,   8,  40,   8,0x0
3,-1,16,16,  56,   8,  56,   8,0x0
3,-1,16,16,  72,   8,  72,   8,0x0
3,-1,16,16,  88,   8,  88,   8,0x0
3,-1,16,16, 104,   8, 104,   8,0x0
3,-1,16,16, 120,   8, 120,   8,0x0
3,-1,16,16, 136,   8, 136,   8,0x0
3,-1,16,16, 152,   8, 152,   8,0x0
3,-1,16,16, 168,   8, 168,   8,0x0
3,-1,16,16, 184,   8, 184,   8,0x0
3,-1,16,16,   8,  24,   8,  24,0x0
3,-1,16,16,  24,  24,  24,  24,0x0
3,-1,16,16,  40,  24,  40,  24,0x0
3,-1,16,16,  56,  24,  56,  24,0x0
3,-1,16,16,  72,  24,  72,  24,0x0
3,-1,16,16,  88,  24,  88,  24,0x0
3,-1,16,16, 105,  24, 104,  24,0x0
3,-1,16,16, 120,  24, 120,  24,0x0
3,-1,16,16, 136,  24, 136,  24,0x0
3,-1,16,16, 152,  24, 152,  24,0x0
3,-1,16,16, 168,  24, 168,  24,0x0
3,-1,16,16, 184,  24, 184,  24,0x0
3,-1,16,16,   8,  40,   8,  40,0x0
3,-1,16,16,  24,  40,  24,  40,0x0
3,-1,16,16,  40,  40,  40,  40,0x0
3,-1,16,16,  56,  40,  56,  40,0x0
3,-1,16,16,  72,  40,  72,  40,0x0
3,-1,16,16,  88,  40,  88,  40,0x0
3,-1,16,16, 104,  40, 104,  40,0x0
3,-1,16,16, 120,  40, 120,  40,0x0
3,-1,16,16, 136,  40, 136,  40,0x0
3,-1,16,16, 152,  40, 152,  40,0x0
3,-1,16,16, 170,  40, 168,  40,0x0
3,-1,16,16, 185,  40, 184,  40,0x0
3,-1,16,16,   8,  56,   8,  56,0x0
3,-1,16,16,  24,  56,  24,  56,0x0
3,-1,16,16,  40,  56,  40,  56,0x0
3,-1,16,16,  56,  56,  56,  56,0x0
3,-1,16,16,  72,  56,  72,  56,0x0
3,-1,16,16,  88,  56,  88,  56,0x0
3,-1,16,16, 104,  56, 104,  56,0x0
3,-1,16,16, 120,  56, 120,  56,0x0
3,-1,16,16, 136,  56, 136,  56,0x0
3,-1,16,16, 150,  56, 152,  56,0x0
3,-1,16,16, 168,  56, 168,  56,0x0
3,-1,16,16,   8,  72,   8,  72,0x0
3,-1,16,16,  24,  72,  24,  72,0x0
3,-1,16,16,  40,  72,  40,  72,0x0
3,-1,16,16,  56,  72,  56,  72,0x0
3,-1,16,16,  72,  72,  72,  72,0x0
3,-1,16,16,  88,  72,  88,  72,0x0
3,-1,16,16, 104,  71, 104,  72,0x0
3,-1,16,16, 120,  72, 120,  72,0x0
3,-1,16,16, 135,  71, 136,  72,0x0
3,-1,16,16, 151,  71, 152,  72,0x0
3,-1,16,16, 166,  71, 168,  72,0x0
3,-1,16,16, 184,  72, 184,  72,0x0
3,-1,16,16,   8,  88,   8,  88,0x0
3,-1,16,16,  19,  90,  24,  88,0x0
3,-1,16,16,  41,  88,  40,  88,0x0
3,-1,16,16,  56,  88,  56,  88,0x0
3,-1,16,16,  72,  88,  72,  88,0x0
3,-1,16,16,  88,  88,  88,  88,0x0
3,-1,16,16, 120,  86, 120,  88,0x0
3,-1,16,16, 135,  86, 136,  88,0x0
3,-1,16,16, 151,  86, 152,  88,0x0
3,-1,16,16, 165,  86, 168,  88,0x0
3,-1,16,16, 180,  85, 184,  88,0x0
3,-1,16,16,   8, 102,   8, 104,0x0
3,-1,16,16,  26, 103,  24, 104,0x0
3,-1,16,16,  41, 103,  40, 104,0x0
3,-1,16,16,  56, 104,  56, 104,0x0
3,-1,16,16,  72, 104,  72, 104,0x0
3,-1,16,16, 104, 100, 104, 104,0x0
3,-1,16,16, 120, 101, 120, 104,0x0
3,-1,16,16, 136, 102, 136, 104,0x0
3,-1,16,16, 151, 102, 152, 104,0x0
3,-1,16,16, 165, 100, 168, 104,0x0
3,-1,16,16, 180, 100, 184, 104,0x0
3,-1,16,16,   8, 118,   8, 120,0x0
3,-1,16,16,  25, 118,  24, 120,0x0
3,-1,16,16,  41, 119,  40, 120,0x0
3,-1,16,16,  56, 120,  56, 120,0x0
3,-1,16,16,  88, 128,  88, 120,0x0
3,-1,16,16,  90, 128, 104, 120,0x0
3,-1,16,16, 136, 116, 136, 120,0x0
3,-1,16,16, 152, 115, 152, 120,0x0
3,-1,16,16, 165, 115, 168, 120,0x0
3,-1,16,16, 179, 114, 184, 120,0x0
3,-1,16,16,  24, 136,  24, 136,0x0
3,-1,16,16,  40, 136,  40, 136,0x0
3,-1,16,16,  56, 137,  56, 136,0x0
3,-1,16,16,  71, 141,  72, 136,0x0
3,-1,16,16, 135, 131, 136, 136,0x0
3,-1,16,16, 165, 129, 168, 136,0x0
3,-1,16,16, 178, 128, 184, 136,0x0
4,-1,16,16,   8,   8,   8,   8,0x0
4,-1,16,16,  24,   8,  24,   8,0x0
4,-1,16,16,  40,   8,  40,   8,0x0
4,-1,16,16,  56,   8,  56,   8,0x0
4,-1,16,16,  72,   8,  72,   8,0x0
4,-1,16,16,  88,   8,  88,   8,0x0
4,-1,16,16, 104,   8, 104,   8,0x0
4,-1,16,16, 120,   8, 120,   8,0x0
4,-1,16,16, 136,   8, 136,   8,0x0
4,-1,16,16, 152,   8, 152,   8,0x0
4,-1,16,16, 168,   8, 168,   8,0x0
4,-1,16,16, 184,   8, 184,   8,0x0
4,-1,16,16,   8,  24,   8,  24,0x0
4,-1,16,16,  24,  24,  24,  24,0x0
4,-1,16,16,  40,  24,  40,  24,0x0
4,-1,16,16,  56,  24,  56,  24,0x0
4,-1,16,16,  72,  24,  72,  24,0x0
4,-1,16,16,  88,  24,  88,  24,0x0
4,-1,16,16, 104,  24, 104,  24,0x0
4,-1,16,16, 120,  24, 120,  24,0x0
4,-1,16,16, 136,  24, 136,  24,0x0
4,-1,16,16, 152,  24, 152,  24,0x0
4,-1,16,16, 168,  24, 168,  24,0x0
4,-1,16,16, 184,  24, 184,  24,0x0
4,-1,16,16,   7,  40,   8,  40,0x0
4,-1,16,16,  23,  40,  24,  40,0x0
4,-1,16,16,  40,  40,  40,  40,0x0
4,-1,16,16,  56,  40,  56,  40,0x0
4,-1,16,16,  72,  40,  72,  40,0x0
4,-1,16,16,  88,  40,  88,  40,0x0
4,-1,16,16, 104,  40, 104,  40,0x0
4,-1,16,16, 120,  40, 120,  40,0x0
4,-1,16,16, 136,  40, 136,  40,0x0
4,-1,16,16, 152,  40, 152,  40,0x0
4,-1,16,16, 168,  40, 168,  40,0x0
4,-1,16,16, 186,  40, 184,  40,0x0
4,-1,16,16,   8,  56,   8,  56,0x0
4,-1,16,16,  24,  56,  24,  56,0x0
4,-1,16,16,  40,  56,  40,  56,0x0
4,-1,16,16,  56,  56,  56,  56,0x0
4,-1,16,16,  72,  56,  72,  56,0x0
4,-1,16,16,  88,  56,  88,  56,0x0
4,-1,16,16, 104,  55, 104,  56,0x0
4,-1,16,16, 120,  56, 120,  56,0x0
4,-1,16,16, 136,  56, 136,  56,0x0
4,-1,16,16, 150,  55, 152,  56,0x0
4,-1,16,16, 184,  56, 184,  56,0x0
4,-1,16,16,   8,  72,   8,  72,0x0
4,-1,16,16,  24,  72,  24,  72,0x0
4,-1,16,16,  40,  72,  40,  72,0x0
4,-1,16,16,  56,  72,  56,  72,0x0
4,-1,16,16,  72,  72,  72,  72,0x0
4,-1,16,16,  88,  72,  88,  72,0x0
4,-1,16,16, 104,  71, 104,  72,0x0
4,-1,16,16, 120,  71, 120,  72,0x0
4,-1,16,16, 136,  71, 136,  72,0x0
4,-1,16,16, 151,  71, 152,  72,0x0
4,-1,16,16, 165,  71, 168,  72,0x0
4,-1,16,16, 181,  71, 184,  72,0x0
4,-1,16,16,   8,  88,   8,  88,0x0
4,-1,16,16,  19,  91,  24,  88,0x0
4,-1,16,16,  41,  87,  40,  88,0x0
4,-1,16,16,  56,  88,  56,  88,0x0
4,-1,16,16,  72,  88,  72,  88,0x0
4,-1,16,16,  88,  88,  88,  88,0x0
4,-1,16,16, 104,  85, 104,  88,0x0
4,-1,16,16, 120,  86, 120,  88,0x0
4,-1,16,16, 136,  86, 136,  88,0x0
4,-1,16,16, 151,  86, 152,  88,0x0
4,-1,16,16, 165,  86, 168,  88,0x0
4,-1,16,16, 180,  86, 184,  88,0x0
4,-1,16,16,  26, 103,  24, 104,0x0
4,-1,16,16,  41, 103,  40, 104,0x0
4,-1,16,16,  56, 104,  56, 104,0x0
4,-1,16,16,  72, 104,  72, 104,0x0
4,-1,16,16,  88, 104,  88, 104,0x0
4,-1,16,16, 104, 100, 104, 104,0x0
4,-1,16,16, 120, 102, 120, 104,0x0
4,-1,16,16, 136, 102, 136, 104,0x0
4,-1,16,16, 152, 102, 152, 104,0x0
4,-1,16,16, 165, 100, 168, 104,0x0
4,-1,16,16, 180, 100, 184, 104,0x0
4,-1,16,16,  11, 118,   8, 120,0x0
4,-1,16,16,  26, 118,  24, 120,0x0
4,-1,16,16,  41, 119,  40, 120,0x0
4,-1,16,16,  56, 120,  56, 120,0x0
4,-1,16,16, 120, 116, 120, 120,0x0
4,-1,16,16, 136, 117, 136, 120,0x0
4,-1,16,16, 152, 117, 152, 120,0x0
4,-1,16,16, 166, 115, 168, 120,0x0
4,-1,16,16,   9, 134,   8, 136,0x0
4,-1,16,16,  24, 136,  24, 136,0x0
4,-1,16,16,  40, 136,  40, 136,0x0
4,-1,16,16,  56, 140,  56, 136,0x0
4,-1,16,16,  68, 141,  72, 136,0x0
4,-1,16,16,  81, 141,  88, 136,0x0
4,-1,16,16,  94, 146, 104, 136,0x0
4,-1,16,16, 136, 131, 136, 136,0x0
4,-1,16,16, 152, 130, 152, 136,0x0
4,-1,16,16, 166, 131, 168, 136,0x0
4,-1,16,16, 179, 129, 184, 136,0x0
5,-1,16,16,   8,   8,   8,   8,0x0
5,-1,16,16,  24,   8,  24,   8,0x0
5,-1,16,16,  40,   8,  40,   8,0x0
5,-1,16,16,  56,   8,  56,   8,0x0
5,-1,16,16,  72,   8,  72,   8,0x0
5,-1,16,16,  88,   8,  88,   8,0x0
5,-1,16,16, 105,   8, 104,   8,0x0
5,-1,16,16, 120,   8, 120,   8,0x0
5,-1,16,16, 136,   8, 136,   8,0x0
5,-1,16,16, 152,   8, 152,   8,0x0
5,-1,16,16, 168,   8, 168,   8,0x0
5,-1,16,16, 184,   8, 184,   8,0x0
5,-1,16,16,   8,  24,   8,  24,0x0
5,-1,16,16,  24,  24,  24,  24,0x0
5,-1,16,16,  40,  24,  40,  24,0x0
5,-1,16,16,  56,  24,  56,  24,0x0
5,-1,16,16,  72,  24,  72,  24,0x0
5,-1,16,16,  88,  24,  88,  24,0x0
5,-1,16,16, 104,  24, 104,  24,0x0
5,-1,16,16, 120,  24, 120,  24,0x0
5,-1,16,16, 136,  24, 136,  24,0x0
5,-1,16,16, 152,  24, 152,  24,0x0
5,-1,16,16, 168,  24, 168,  24,0x0
5,-1,16,16, 184,  24, 184,  24,0x0
5,-1,16,16,   8,  40,   8,  40,0x0
5,-1,16,16,  22,  40,  24,  40,0x0
5,-1,16,16,  40,  40,  40,  40,0x0
5,-1,16,16,  56,  40,  56,  40,0x0
5,-1,16,16,  72,  40,  72,  40,0x0
5,-1,16,16,  88,  40,  88,  40,0x0
5,-1,16,16, 104,  40, 104,  40,0x0
5,-1,16,16, 120,  40, 120,  40,0x0
5,-1,16,16, 136,  40, 136,  40,0x0
5,-1,16,16, 153,  40, 152,  40,0x0
5,-1,16,16, 168,  40, 168,  40,0x0
5,-1,16,16, 185,  40, 184,  40,0x0
5,-1,16,16,   8,  56,   8,  56,0x0
5,-1,16,16,  24,  56,  24,  56,0x0
5,-1,16,16,  40,  56,  40,  56,0x0
5,-1,16,16,  56,  56,  56,  56,0x0
5,-1,16,16,  72,  56,  72,  56,0x0
5,-1,16,16,  88,  56,  88,  56,0x0
5,-1,16,16, 104,  55, 104,  56,0x0
5,-1,16,16, 120,  55, 120,  56,0x0
5,-1,16,16, 136,  56, 136,  56,0x0
5,-1,16,16, 150,  55, 152,  56,0x0
5,-1,16,16, 168,  56, 168,  56,0x0
5,-1,16,16, 184,  56, 184,  56,0x0
5,-1,16,16,   8,  72,   8,  72,0x0
5,-1,16,16,  24,  72,  24,  72,0x0
5,-1,16,16,  40,  72,  40,  72,0x0
5,-1,16,16,  56,  72,  56,  72,0x0
5,-1,16,16,  72,  72,  72,  72,0x0
5,-1,16,16,  88,  72,  88,  72,0x0
5,-1,16,16, 104,  71, 104,  72,0x0
5,-1,16,16, 120,  71, 120,  72,0x0
5,-1,16,16, 135,  71, 136,  72,0x0
5,-1,16,16, 151,  71, 152,  72,0x0
5,-1,16,16, 165,  71, 168,  72,0x0
5,-1,16,16, 181,  70, 184,  72,0x0
5,-1,16,16,   8,  88,   8,  88,0x0
5,-1,16,16,  16,  90,  24,  88,0x0
5,-1,16,16,  41,  87,  40,  88,0x0
5,-1,16,16,  56,  88,  56,  88,0x0
5,-1,16,16,  72,  88,  72,  88,0x0
5,-1,16,16,  88,  88,  88,  88,0x0
5,-1,16,16, 104,  86, 104,  88,0x0
5,-1,16,16, 120,  87, 120,  88,0x0
5,-1,16,16, 135,  86, 136,  88,0x0
5,-1,16,16, 151,  86, 152,  88,0x0
5,-1,16,16, 165,  85, 168,  88,0x0
5,-1,16,16, 180,  85, 184,  88,0x0
5,-1,16,16,  26, 103,  24, 104,0x0
5,-1,16,16,  41, 103,  40, 104,0x0
5,-1,16,16,  56, 104,  56, 104,0x0
5,-1,16,16,  72, 104,  72, 104,0x0
5,-1,16,16,  88, 104,  88, 104,0x0
5,-1,16,16, 104, 100, 104, 104,0x0
5,-1,16,16, 120, 102, 120, 104,0x0
5,-1,16,16, 135, 102, 136, 104,0x0
5,-1,16,16, 151, 102, 152, 104,0x0
5,-1,16,16, 165, 100, 168, 104,0x0
5,-1,16,16, 180, 100, 184, 104,0x0
5,-1,16,16,  26, 118,  24, 120,0x0
5,-1,16,16,  42, 118,  40, 120,0x0
5,-1,16,16,  56, 120,  56, 120,0x0
5,-1,16,16,  89, 113,  88, 120,0x0
5,-1,16,16, 104, 115, 104, 120,0x0
5,-1,16,16, 120, 116, 120, 120,0x0
5,-1,16,16, 136, 117, 136, 120,0x0
5,-1,16,16, 151, 117, 152, 120,0x0
5,-1,16,16, 165, 114, 168, 120,0x0
5,-1,16,16, 180, 114, 184, 120,0x0
5,-1,16,16,   9, 135,   8, 136,0x0
5,-1,16,16,  24, 136,  24, 136,0x0
5,-1,16,16,  40, 136,  40, 136,0x0
5,-1,16,16,  51, 139,  56, 136,0x0
5,-1,16,16,  84, 147,  88, 136,0x0
5,-1,16,16, 120, 132, 120, 136,0x0
5,-1,16,16, 136, 130, 136, 136,0x0
5,-1,16,16, 152, 130, 152, 136,0x0
5,-1,16,16, 165, 129, 168, 136,0x0
5,-1,16,16, 179, 130, 184, 136,0x0
6,-1,16,16,   8,   8,   8,   8,0x0
6,-1,16,16,  24,   8,  24,   8,0x0
6,-1,16,16,  40,   8,  40,   8,0x0
6,-1,16,16,  55,   8,  56,   8,0x0
6,-1,16,16,  71,   8,  72,   8,0x0
6,-1,16,16,  87,   8,  88,   8,0x0
6,-1,16,16, 104,   8, 104,   8,0x0
6,-1,16,16, 120,   8, 120,   8,0x0
6,-1,16,16, 136,   8, 136,   8,0x0
6,-1,16,16, 152,   8, 152,   8,0x0
6,-1,16,16, 168,   8, 168,   8,0x0
6,-1,16,16, 184,   8, 184,   8,0x0
6,-1,16,16,   8,  24,   8,  24,0x0
6,-1,16,16,  24,  24,  24,  24,0x0
6,-1,16,16,  40,  24,  40,  24,0x0
6,-1,16,16,  56,  24,  56,  24,0x0
6,-1,16,16,  72,  24,  72,  24,0x0
6,-1,16,16,  88,  24,  88,  24,0x0
6,-1,16,16, 103,  24, 104,  24,0x0
6,-1,16,16, 119,  24, 120,  24,0x0
6,-1,16,16, 136,  24, 136,  24,0x0
6,-1,16,16, 152,  24, 152,  24,0x0
6,-1,16,16, 168,  24, 168,  24,0x0
6,-1,16,16, 184,  24, 184,  24,0x0
6,-1,16,16,   8,  40,   8,  40,0x0
6,-1,16,16,  21,  39,  24,  40,0x0
6,-1,16,16,  40,  40,  40,  40,0x0
6,-1,16,16,  56,  40,  56,  40,0x0
6,-1,16,16,  72,  40,  72,  40,0x0
6,-1,16,16,  88,  40,  88,  40,0x0
6,-1,16,16, 104,  40, 104,  40,0x0
6,-1,16,16, 120,  40, 120,  40,0x0
6,-1,16,16, 136,  40, 136,  40,0x0
6,-1,16,16, 153,  40, 152,  40,0x0
6,-1,16,16, 169,  40, 168,  40,0x0
6,-1,16,16, 186,  40, 184,  40,0x0
6,-1,16,16,   8,  56,   8,  56,0x0
6,-1,16,16,  24,  56,  24,  56,0x0
6,-1,16,16,  40,  56,  40,  56,0x0
6,-1,16,16,  56,  56,  56,  56,0x0
6,-1,16,16,  72,  56,  72,  56,0x0
6,-1,16,16,  88,  56,  88,  56,0x0
6,-1,16,16, 104,  55, 104,  56,0x0
6,-1,16,16, 120,  56, 120,  56,0x0
6,-1,16,16, 136,  56, 136,  56,0x0
6,-1,16,16, 150,  55, 152,  56,0x0
6,-1,16,16, 170,  57, 168,  56,0x0
6,-1,16,16, 184,  56, 184,  56,0x0
6,-1,16,16,   8,  72,   8,  72,0x0
6,-1,16,16,  24,  72,  24,  72,0x0
6,-1,16,16,  40,  72,  40,  72,0x0
6,-1,16,16,  56,  72,  56,  72,0x0
6,-1,16,16,  72,  72,  72,  72,0x0
6,-1,16,16,  88,  72,  88,  72,0x0
6,-1,16,16, 104,  71, 104,  72,0x0
6,-1,16,16, 120,  72, 120,  72,0x0
6,-1,16,16, 135,  71, 136,  72,0x0
6,-1,16,16, 151,  71, 152,  72,0x0
6,-1,16,16, 165,  71, 168,  72,0x0
6,-1,16,16, 179,  70, 184,  72,0x0
6,-1,16,16,   8,  88,   8,  88,0x0
6,-1,16,16,  30,  84,  24,  88,0x0
6,-1,16,16,  41,  87,  40,  88,0x0
6,-1,16,16,  57,  88,  56,  88,0x0
6,-1,16,16,  72,  88,  72,  88,0x0
6,-1,16,16,  88,  88,  88,  88,0x0
6,-1,16,16, 104,  86, 104,  88,0x0
6,-1,16,16, 120,  86, 120,  88,0x0
6,-1,16,16, 135,  87, 136,  88,0x0
6,-1,16,16, 151,  86, 152,  88,0x0
6,-1,16,16, 165,  85, 168,  88,0x0
6,-1,16,16, 180,  85, 184,  88,0x0
6,-1,16,16,  12, 102,   8, 104,0x0
6,-1,16,16,  26, 103,  24, 104,0x0
6,-1,16,16,  42, 103,  40, 104,0x0
6,-1,16,16,  56, 104,  56, 104,0x0
6,-1,16,16,  72, 104,  72, 104,0x0
6,-1,16,16,  88, 104,  88, 104,0x0
6,-1,16,16, 104, 100, 104, 104,0x0
6,-1,16,16, 120, 101, 120, 104,0x0
6,-1,16,16, 137, 101, 136, 104,0x0
6,-1,16,16, 151, 102, 152, 104,0x0
6,-1,16,16, 165, 100, 168, 104,0x0
6,-1,16,16, 180, 100, 184, 104,0x0
6,-1,16,16,  11, 118,   8, 120,0x0
6,-1,16,16,  26, 118,  24, 120,0x0
6,-1,16,16,  42, 118,  40, 120,0x0
6,-1,16,16,  56, 120,  56, 120,0x0
6,-1,16,16,  73, 118,  72, 120,0x0
6,-1,16,16,  88, 120,  88, 120,0x0
6,-1,16,16, 104, 115, 104, 120,0x0
6,-1,16,16, 120, 115, 120, 120,0x0
6,-1,16,16, 136, 116, 136, 120,0x0
6,-1,16,16, 151, 117, 152, 120,0x0
6,-1,16,16, 165, 114, 168, 120,0x0
6,-1,16,16, 179, 114, 184, 120,0x0
6,-1,16,16,   8, 134,   8, 136,0x0
6,-1,16,16,  24, 136,  24, 136,0x0
6,-1,16,16,  40, 136,  40, 136,0x0
6,-1,16,16,  57, 135,  56, 136,0x0
6,-1,16,16, 104, 130, 104, 136,0x0
6,-1,16,16, 120, 132, 120, 136,0x0
6,-1,16,16, 136, 132, 136, 136,0x0
6,-1,16,16, 151, 131, 152, 136,0x0
6,-1,16,16, 165, 129, 168, 136,0x0
7,-1,16,16,   8,   8,   8,   8,0x0
7,-1,16,16,  24,   8,  24,   8,0x0
7,-1,16,16,  40,   8,  40,   8,0x0
7,-1,16,16,  56,   8,  56,   8,0x0
7,-1,16,16,  72,   8,  72,   8,0x0
7,-1,16,16,  88,   8,  88,   8,0x0
7,-1,16,16, 104,   8, 104,   8,0x0
7,-1,16,16, 120,   8, 120,   8,0x0
7,-1,16,16, 136,   8, 136,   8,0x0
7,-1,16,16, 152,   8, 152,   8,0x0
7,-1,16,16, 168,   8, 168,   8,0x0
7,-1,16,16, 184,   8, 184,   8,0x0
7,-1,16,16,   8,  24,   8,  24,0x0
7,-1,16,16,  24,  24,  24,  24,0x0
7,-1,16,16,  40,  24,  40,  24,0x0
7,-1,16,16,  56,  24,  56,  24,0x0
7,-1,16,16,  72,  24,  72,  24,0x0
7,-1,16,16,  88,  24,  88,  24,0x0
7,-1,16,16, 105,  24, 104,  24,0x0
7,-1,16,16, 120,  24, 120,  24,0x0
7,-1,16,16, 136,  24, 136,  24,0x0
7,-1,16,16, 152,  24, 152,  24,0x0
7,-1,16,16, 168,  24, 168,  24,0x0
7,-1,16,16, 184,  24, 184,  24,0x0
7,-1,16,16,   8,  40,   8,  40,0x0
7,-1,16,16,  23,  40,  24,  40,0x0
7,-1,16,16,  40,  40,  40,  40,0x0
7,-1,16,16,  56,  40,  56,  40,0x0
7,-1,16,16,  72,  40,  72,  40,0x0
7,-1,16,16,  88,  40,  88,  40,0x0
7,-1,16,16, 104,  40, 104,  40,0x0
7,-1,16,16, 120,  40, 120,  40,0x0
7,-1,16,16, 136,  40, 136,  40,0x0
7,-1,16,16, 152,  40, 152,  40,0x0
7,-1,16,16, 168,  40, 168,  40,0x0
7,-1,16,16, 185,  40, 184,  40,0x0
7,-1,16,16,   8,  56,   8,  56,0x0
7,-1,16,16,  24,  56,  24,  56,0x0
7,-1,16,16,  40,  56,  40,  56,0x0
7,-1,16,16,  56,  56,  56,  56,0x0
7,-1,16,16,  72,  56,  72,  56,0x0
7,-1,16,16,  88,  56,  88,  56,0x0
7,-1,16,16, 104,  55, 104,  56,0x0
7,-1,16,16, 120,  55, 120,  56,0x0
7,-1,16,16, 135,  55, 136,  56,0x0
7,-1,16,16, 168,  56, 168,  56,0x0
7,-1,16,16, 184,  56, 184,  56,0x0
7,-1,16,16,   8,  72,   8,  72,0x0
7,-1,16,16,  24,  72,  24,  72,0x0
7,-1,16,16,  43,  70,  40,  72,0x0
7,-1,16,16,  59,  68,  56,  72,0x0
7,-1,16,16,  72,  71,  72,  72,0x0
7,-1,16,16,  88,  72,  88,  72,0x0
7,-1,16,16, 104,  70, 104,  72,0x0
7,-1,16,16, 120,  71, 120,  72,0x0
7,-1,16,16, 134,  70, 136,  72,0x0
7,-1,16,16, 150,  71, 152,  72,0x0
7,-1,16,16,   8,  88,   8,  88,0x0
7,-1,16,16,  30,  85,  24,  88,0x0
7,-1,16,16,  57,  87,  56,  88,0x0
7,-1,16,16,  73,  87,  72,  88,0x0
7,-1,16,16,  88,  88,  88,  88,0x0
7,-1,16,16, 135,  86, 136,  88,0x0
7,-1,16,16, 150,  84, 152,  88,0x0
7,-1,16,16, 168,  89, 168,  88,0x0
7,-1,16,16,  44, 102,  40, 104,0x0
7,-1,16,16,  56, 104,  56, 104,0x0
7,-1,16,16,  72, 104,  72, 104,0x0
7,-1,16,16,  88, 104,  88, 104,0x0
7,-1,16,16, 120, 104, 120, 104,0x0
7,-1,16,16, 148,  98, 152, 104,0x0
7,-1,16,16, 162,  97, 168, 104,0x0
7,-1,16,16, 176,  97, 184, 104,0x0
7,-1,16,16,  28, 116,  24, 120,0x0
7,-1,16,16,  43, 116,  40, 120,0x0
7,-1,16,16,  56, 120,  56, 120,0x0
7,-1,16,16,  72, 120,  72, 120,0x0
7,-1,16,16,  88, 120,  88, 120,0x0
